subarea_name,category_name,room_count,size (sqrt),property_type,price (RM),district_penang,location_penang
Gelugor,House,4,2400.0,Leasehold,565000,North East Penang Island,Island
Tanjung Bungah,Apartment / Condominium,3,1356.0,Freehold,790000,North East Penang Island,Island
Tanjung Bungah,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Tanjung Bungah,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bukit Jambul,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,720000,South West Penang Island,Island
Georgetown,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Greenlane,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,938.0,Freehold,520000,North East Penang Island,Island
Bukit Jambul,House,4,2400.0,Leasehold,1080000,North East Penang Island,Island
Jelutong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bayan Lepas,House,4,2100.0,Freehold,1080000,South West Penang Island,Island
Batu Kawan,Apartment / Condominium,3,938.0,Freehold,399000,South Seberang Perai,Mainland
Sungai Ara,Apartment / Condominium,3,1258.0,Freehold,568000,South West Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bayan Baru,House,3,1600.0,Leasehold,638000,South West Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Greenlane,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bukit Jambul,House,4,2000.0,Freehold,975000,North East Penang Island,Island
Bayan Baru,House,4,2400.0,Leasehold,1080000,South West Penang Island,Island
Relau,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Bayan Baru,Apartment / Condominium,4,1300.0,Freehold,590000,South West Penang Island,Island
Batu Uban,Apartment / Condominium,3,2101.0,Freehold,958000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1250.0,Leasehold,650000,North East Penang Island,Island
Balik Pulau,House,4,1400.0,Freehold,600000,South West Penang Island,Island
Bukit Mertajam,House,3,2400.0,Freehold,399000,Central Seberang Perai,Mainland
Ayer Itam,Apartment / Condominium,3,1091.0,Freehold,630000,North East Penang Island,Island
Batu Maung,House,4,1800.0,Freehold,850000,South West Penang Island,Island
Bayan Lepas,House,4,1800.0,Freehold,950000,South West Penang Island,Island
Relau,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Greenlane,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Greenlane,House,4,2272.0,Freehold,1080000,North East Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,880000,South West Penang Island,Island
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Paya Terubong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Ayer Itam,House,4,2017.0,Freehold,950000,North East Penang Island,Island
Greenlane,House,4,2000.0,Freehold,1080000,North East Penang Island,Island
Greenlane,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Greenlane,House,4,2000.0,Freehold,1000000,North East Penang Island,Island
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Simpang Ampat,House,4,2400.0,Freehold,780000,South Seberang Perai,Mainland
Georgetown,Apartment / Condominium,3,938.0,Freehold,700000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,1050.0,Freehold,580000,North East Penang Island,Island
Bukit Jambul,Apartment / Condominium,4,1280.0,Freehold,510000,North East Penang Island,Island
Tanjong Tokong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bertam,House,4,1194.0,Freehold,449000,North Seberang Perai,Mainland
Bukit Jambul,Apartment / Condominium,4,1180.0,Freehold,510000,North East Penang Island,Island
Teluk Kumbar,Apartment / Condominium,3,1080.0,Freehold,399000,South West Penang Island,Island
Relau,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Ayer Itam,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Georgetown,Apartment / Condominium,4,2400.0,Freehold,1080000,North East Penang Island,Island
Batu Kawan,House,4,2400.0,Freehold,1080000,South Seberang Perai,Mainland
Gelugor,Apartment / Condominium,3,1113.0,Leasehold,499000,North East Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Gelugor,Apartment / Condominium,3,1111.0,Leasehold,600000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,515000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,4,1800.0,Leasehold,900000,South West Penang Island,Island
Butterworth,Apartment / Condominium,3,1070.0,Freehold,430000,North Seberang Perai,Mainland
Bayan Baru,House,4,1200.0,Leasehold,1080000,South West Penang Island,Island
Bertam,House,4,1292.0,Freehold,428000,North Seberang Perai,Mainland
Tanjung Bungah,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Teluk Kumbar,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1050.0,Freehold,499000,South West Penang Island,Island
Relau,Apartment / Condominium,3,1246.0,Freehold,981000,South West Penang Island,Island
Bayan Baru,Apartment / Condominium,3,1000.0,Freehold,550000,South West Penang Island,Island
Bukit Jambul,Apartment / Condominium,3,2400.0,Freehold,530000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Simpang Ampat,House,3,1540.0,Freehold,620000,South Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,1020.0,Freehold,760000,South West Penang Island,Island
Sungai Nibong,Apartment / Condominium,4,2200.0,Freehold,760000,North East Penang Island,Island
Batu Kawan,Apartment / Condominium,3,1030.0,Freehold,638000,South Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,685000,South West Penang Island,Island
Gelugor,Apartment / Condominium,4,1752.0,Freehold,878000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,950.0,Freehold,399000,South West Penang Island,Island
Seberang Jaya,House,4,1983.0,Leasehold,550000,Central Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,938.0,Freehold,399000,North Seberang Perai,Mainland
Seberang Jaya,House,3,1357.0,Leasehold,399000,Central Seberang Perai,Mainland
Balik Pulau,House,4,1800.0,Freehold,830000,South West Penang Island,Island
Balik Pulau,House,4,1650.0,Freehold,550000,South West Penang Island,Island
Balik Pulau,House,4,1800.0,Freehold,690000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,880000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,950000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Balik Pulau,House,4,1700.0,Freehold,700000,South West Penang Island,Island
Balik Pulau,House,4,1800.0,Freehold,560000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,750000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,750000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1425.0,Leasehold,555000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,950000,South West Penang Island,Island
Bayan Lepas,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Nibong Tebal,House,4,1600.0,Freehold,400800,South Seberang Perai,Mainland
Paya Terubong,Apartment / Condominium,3,1642.0,Freehold,700000,North East Penang Island,Island
Jelutong,House,3,938.0,Leasehold,399000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Seberang Jaya,House,3,1195.0,Leasehold,480000,Central Seberang Perai,Mainland
Jelutong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,1150.0,Freehold,575000,North East Penang Island,Island
Greenlane,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bukit Jambul,House,4,2400.0,Leasehold,1080000,North East Penang Island,Island
Georgetown,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,977.0,Freehold,1080000,North East Penang Island,Island
Sungai Ara,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Paya Terubong,Apartment / Condominium,4,1500.0,Freehold,640000,North East Penang Island,Island
Sungai Ara,Apartment / Condominium,4,1990.0,Freehold,600000,South West Penang Island,Island
Gelugor,Apartment / Condominium,3,2200.0,Freehold,835000,North East Penang Island,Island
Bayan Lepas,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Sungai Ara,Apartment / Condominium,3,938.0,Freehold,540000,South West Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,938.0,Freehold,435000,North East Penang Island,Island
Simpang Ampat,Apartment / Condominium,3,1140.0,Freehold,475000,South Seberang Perai,Mainland
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Relau,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Gelugor,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bayan Baru,House,3,1400.0,Leasehold,650000,South West Penang Island,Island
Alma,House,3,1300.0,Freehold,399000,Central Seberang Perai,Mainland
Greenlane,Apartment / Condominium,3,938.0,Freehold,425000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,4,1650.0,Freehold,505000,North East Penang Island,Island
Gelugor,Apartment / Condominium,4,1600.0,Freehold,1080000,North East Penang Island,Island
Bukit Mertajam,House,4,1271.0,Freehold,608000,Central Seberang Perai,Mainland
Bukit Mertajam,Apartment / Condominium,3,938.0,Freehold,399000,Central Seberang Perai,Mainland
Batu Ferringhi,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Batu Kawan,House,3,2400.0,Freehold,838000,South Seberang Perai,Mainland
Alma,House,4,1500.0,Freehold,449000,Central Seberang Perai,Mainland
Bukit Mertajam,Apartment / Condominium,3,938.0,Freehold,399000,Central Seberang Perai,Mainland
Paya Terubong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Teluk Kumbar,House,4,2000.0,Freehold,948000,South West Penang Island,Island
Bukit Jambul,Apartment / Condominium,4,1431.0,Freehold,1080000,North East Penang Island,Island
Bayan Baru,Apartment / Condominium,4,1450.0,Freehold,780000,South West Penang Island,Island
Bayan Baru,Apartment / Condominium,4,1450.0,Freehold,850000,South West Penang Island,Island
Batu Ferringhi,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bayan Lepas,House,3,938.0,Leasehold,399000,South West Penang Island,Island
Sungai Ara,Apartment / Condominium,3,1295.0,Freehold,720000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,4,2400.0,Freehold,1080000,North East Penang Island,Island
Seberang Jaya,House,3,938.0,Leasehold,399000,Central Seberang Perai,Mainland
Georgetown,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,938.0,Leasehold,500000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,1636.0,Freehold,1000000,North East Penang Island,Island
Tanjung Bungah,Apartment / Condominium,4,1475.0,Freehold,850000,North East Penang Island,Island
Bertam,House,3,1155.0,Freehold,399000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,938.0,Freehold,399000,North Seberang Perai,Mainland
Butterworth,House,4,2400.0,Freehold,1080000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,938.0,Freehold,399000,North Seberang Perai,Mainland
Sungai Ara,Apartment / Condominium,3,1095.0,Freehold,600000,South West Penang Island,Island
Bayan Lepas,House,4,2360.0,Freehold,1080000,South West Penang Island,Island
Batu Maung,House,4,2400.0,Freehold,620000,South West Penang Island,Island
Georgetown,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Simpang Ampat,House,4,958.0,Freehold,399000,South Seberang Perai,Mainland
Jelutong,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Butterworth,House,4,1320.0,Freehold,680000,North Seberang Perai,Mainland
Jelutong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,1200.0,Freehold,530000,North East Penang Island,Island
Perai,House,3,1400.0,Leasehold,570000,Central Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,1450.0,Freehold,688000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Leasehold,399000,South West Penang Island,Island
Paya Terubong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Butterworth,Apartment / Condominium,4,1030.0,Freehold,399000,North Seberang Perai,Mainland
Relau,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Batu Uban,Apartment / Condominium,4,1470.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1100.0,Leasehold,600000,North East Penang Island,Island
Jelutong,House,3,1551.0,Freehold,850000,North East Penang Island,Island
Ayer Itam,House,3,2400.0,Freehold,1080000,North East Penang Island,Island
Jelutong,House,4,1645.0,Freehold,1080000,North East Penang Island,Island
Jelutong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,1509.0,Freehold,815000,North East Penang Island,Island
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Simpang Ampat,House,4,2400.0,Leasehold,460000,South Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,1060.0,Freehold,430000,North Seberang Perai,Mainland
Simpang Ampat,Apartment / Condominium,3,1140.0,Freehold,399000,South Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,1020.0,Freehold,653000,South West Penang Island,Island
Gelugor,House,3,2400.0,Freehold,1080000,North East Penang Island,Island
Gelugor,House,3,2400.0,Freehold,1080000,North East Penang Island,Island
Greenlane,House,4,1900.0,Freehold,1080000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Ayer Itam,House,4,2400.0,Leasehold,800000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Butterworth,Apartment / Condominium,3,1328.0,Freehold,430000,North Seberang Perai,Mainland
Ayer Itam,Apartment / Condominium,3,1400.0,Freehold,450000,North East Penang Island,Island
Greenlane,House,4,1440.0,Freehold,1080000,North East Penang Island,Island
Greenlane,House,4,2000.0,Freehold,950000,North East Penang Island,Island
Greenlane,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Greenlane,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Batu Ferringhi,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1244.0,Freehold,630000,South West Penang Island,Island
Jelutong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bukit Mertajam,House,4,1200.0,Freehold,430000,Central Seberang Perai,Mainland
Gelugor,Apartment / Condominium,3,1050.0,Freehold,580000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,1600.0,Freehold,1000000,North East Penang Island,Island
Bukit Mertajam,House,4,2400.0,Freehold,1080000,Central Seberang Perai,Mainland
Tanjong Tokong,Apartment / Condominium,3,1372.0,Freehold,1020000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,4,1450.0,Leasehold,950005,North East Penang Island,Island
Tanjung Bungah,Apartment / Condominium,4,1475.0,Freehold,888000,North East Penang Island,Island
Greenlane,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1500.0,Freehold,850000,North East Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Gelugor,Apartment / Condominium,3,1528.0,Freehold,1080000,North East Penang Island,Island
Simpang Ampat,House,3,1000.0,Freehold,399000,South Seberang Perai,Mainland
Bertam,House,4,1966.0,Freehold,540000,North Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,1116.0,Freehold,570000,South West Penang Island,Island
Ayer Itam,Apartment / Condominium,3,1222.0,Freehold,645000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Alma,House,3,1464.0,Freehold,399000,Central Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,1155.0,Freehold,435000,South West Penang Island,Island
Sungai Ara,House,4,1650.0,Freehold,1080000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1100.0,Freehold,578000,North East Penang Island,Island
Ayer Itam,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Ayer Itam,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Ayer Itam,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Paya Terubong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Alma,House,3,1297.0,Freehold,399000,Central Seberang Perai,Mainland
Simpang Ampat,House,3,1297.0,Freehold,399000,South Seberang Perai,Mainland
Jelutong,Apartment / Condominium,3,1100.0,Freehold,595000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,490000,North East Penang Island,Island
Sungai Ara,Apartment / Condominium,3,1314.0,Freehold,728000,South West Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Freehold,418000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,4,1119.0,Freehold,699000,North East Penang Island,Island
Ayer Itam,House,4,2075.0,Freehold,1080000,North East Penang Island,Island
Ayer Itam,House,4,1620.0,Freehold,1080000,North East Penang Island,Island
Gelugor,House,4,2323.0,Freehold,1080000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,410000,North East Penang Island,Island
Paya Terubong,House,4,1700.0,Freehold,680000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Butterworth,House,4,1300.0,Freehold,530000,North Seberang Perai,Mainland
Greenlane,House,4,1519.0,Freehold,1080000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,400000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Sungai Ara,Apartment / Condominium,3,1115.0,Freehold,550000,South West Penang Island,Island
Gelugor,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Batu Ferringhi,Apartment / Condominium,3,1658.0,Freehold,930000,North East Penang Island,Island
Bukit Jambul,House,4,1668.0,Leasehold,950000,North East Penang Island,Island
Batu Kawan,House,3,1400.0,Freehold,400000,South Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,938.0,Freehold,399000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,938.0,Freehold,399000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,938.0,Freehold,478000,North Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,1818.0,Freehold,898000,South West Penang Island,Island
Bayan Lepas,House,4,1800.0,Freehold,1000000,South West Penang Island,Island
Bukit Jambul,House,4,2400.0,Freehold,1050000,North East Penang Island,Island
Jelutong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Relau,House,4,2300.0,Freehold,1080000,South West Penang Island,Island
Gelugor,Apartment / Condominium,3,980.0,Freehold,520000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Gelugor,Apartment / Condominium,4,2400.0,Freehold,1080000,North East Penang Island,Island
Butterworth,Apartment / Condominium,4,1300.0,Freehold,530000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,938.0,Freehold,399000,North Seberang Perai,Mainland
Bertam,House,4,2400.0,Freehold,660000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,1250.0,Freehold,680000,North Seberang Perai,Mainland
Bayan Lepas,House,4,2000.0,Freehold,698000,South West Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Perai,Apartment / Condominium,3,1100.0,Freehold,480000,Central Seberang Perai,Mainland
Ayer Itam,Apartment / Condominium,3,1600.0,Freehold,660000,North East Penang Island,Island
Ayer Itam,House,4,2000.0,Freehold,899000,North East Penang Island,Island
Ayer Itam,House,3,2000.0,Freehold,1050000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,1017.0,Freehold,650000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Butterworth,Apartment / Condominium,3,1328.0,Freehold,445000,North Seberang Perai,Mainland
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Balik Pulau,House,3,1200.0,Freehold,420000,South West Penang Island,Island
Seberang Jaya,House,3,938.0,Leasehold,399000,Central Seberang Perai,Mainland
Bukit Mertajam,Apartment / Condominium,3,938.0,Leasehold,399000,Central Seberang Perai,Mainland
Sungai Nibong,House,3,1400.0,Freehold,750000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,938.0,Freehold,428000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,938.0,Freehold,473000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1140.0,Freehold,659000,South West Penang Island,Island
Ayer Itam,Apartment / Condominium,3,1034.0,Freehold,598000,North East Penang Island,Island
Butterworth,Apartment / Condominium,4,1603.0,Freehold,730000,North Seberang Perai,Mainland
Simpang Ampat,House,4,1760.0,Freehold,550000,South Seberang Perai,Mainland
Relau,Apartment / Condominium,3,1160.0,Freehold,530000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Leasehold,430000,South West Penang Island,Island
Gelugor,Apartment / Condominium,3,1367.0,Freehold,1080000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1075.0,Leasehold,430000,South West Penang Island,Island
Jelutong,Apartment / Condominium,3,960.0,Leasehold,960000,North East Penang Island,Island
Kepala Batas,House,3,2055.0,Freehold,399000,North Seberang Perai,Mainland
Gelugor,Apartment / Condominium,3,1582.0,Freehold,1080000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,4,1945.0,Freehold,1080000,South West Penang Island,Island
Bertam,House,4,1539.0,Freehold,480000,North Seberang Perai,Mainland
Bertam,House,4,2400.0,Freehold,630000,North Seberang Perai,Mainland
Sungai Ara,Apartment / Condominium,3,1250.0,Freehold,630000,South West Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1335.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,938.0,Freehold,945000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Batu Uban,Apartment / Condominium,4,1982.0,Freehold,1080000,North East Penang Island,Island
Tanjung Bungah,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1292.0,Freehold,1080000,North East Penang Island,Island
Sungai Ara,Apartment / Condominium,3,938.0,Leasehold,399000,South West Penang Island,Island
Tanjung Bungah,Apartment / Condominium,4,2400.0,Freehold,1080000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,1017.0,Freehold,650000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bayan Baru,House,4,2000.0,Leasehold,700000,South West Penang Island,Island
Bukit Mertajam,House,4,2000.0,Freehold,480000,Central Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,433000,South West Penang Island,Island
Butterworth,House,4,1302.0,Freehold,500000,North Seberang Perai,Mainland
Bukit Mertajam,House,4,2400.0,Freehold,1080000,Central Seberang Perai,Mainland
Tanjong Tokong,Apartment / Condominium,3,938.0,Freehold,450000,North East Penang Island,Island
Bayan Baru,Apartment / Condominium,3,1250.0,Freehold,730000,South West Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,938.0,Freehold,530000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,938.0,Freehold,420000,North East Penang Island,Island
Bukit Mertajam,House,3,1500.0,Freehold,400000,Central Seberang Perai,Mainland
Batu Maung,House,3,1540.0,Freehold,719000,South West Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,938.0,Freehold,487000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Tanjung Bungah,Apartment / Condominium,4,1862.0,Freehold,1080000,North East Penang Island,Island
Tanjung Bungah,Apartment / Condominium,3,1352.0,Freehold,1080000,North East Penang Island,Island
Simpang Ampat,House,3,1200.0,Freehold,399000,South Seberang Perai,Mainland
Seberang Jaya,House,4,2400.0,Freehold,1000000,Central Seberang Perai,Mainland
Butterworth,House,4,1520.0,Freehold,650000,North Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,1380.0,Freehold,580000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1464.0,Freehold,610000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1155.0,Leasehold,680000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1160.0,Leasehold,470000,South West Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Leasehold,660000,North East Penang Island,Island
Pulau Tikus,Apartment / Condominium,3,938.0,Freehold,610000,North East Penang Island,Island
Batu Maung,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Tanjung Bungah,Apartment / Condominium,3,1050.0,Freehold,500000,North East Penang Island,Island
Balik Pulau,House,4,1900.0,Freehold,650000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,820000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,980000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1075.0,Leasehold,420000,South West Penang Island,Island
Balik Pulau,House,4,1800.0,Freehold,580000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,710000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,700000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,680000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,990000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,788000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,700000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,1000000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,900000,South West Penang Island,Island
